analysis,variant,variant_role,instrument,repeat,outer_fold,evaluation_index_scope,method,status,error_type,error_message,selected_components,criterion_name,runtime_seconds,intercept,numerical_positive_rank,eigenvalue_threshold,pilot_components,threshold,threshold_reached,sigma2,moment_residual_m0,effective_dimension,selected_beyond_effective_dimension,selected_at_cap,path_cap,processed_grid_size,shared_fpcr_path_seconds,training_rmse,training_bias,coefficient_norm,coefficient_max_abs,prediction_finite,inner_fold_failures,inner_error_messages,selected_basis_condition,selected_design_condition,instability_flag,inner_effective_dimension_min,inner_effective_dimension_max,rank_breakdown,selected_orthogonality_defect,selected_eigenvalue,selected_spectral_condition
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,3,development_combined,FPCR,ok,,,35,response_gcv,0.03224441601196304,73.10263499218806,155.0,3.749660474006635e-15,,,,,,,,False,70,650,0.03142445802222937,3.6562697578890138,6.249132265787548e-14,26256.922446565717,3889.689500980173,True,,,,,,,,,,1.092752815183866e-05,2377.477571935997
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,4,development_combined,CG-FPLS-code,ok,,,3,discrepancy_moment,0.054148958006408066,151.3168374366589,155.0,3.732049819676782e-15,70.0,0.20265542050109064,True,9.151063954389416,1.4645871230436138,70.0,False,False,70,650,0.043648083053994924,5.04503048528624,3.57093272330717e-14,20166.788646291436,3005.3177846679873,True,,,,,,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,4,development_combined,Raw FPLS,ok,,,17,inner_cv_mse,0.3159247509902343,94.9578831270203,,,,,,,,70.0,,False,70,650,,4.839851210339588,3.971751702453893e-14,20989.00507874913,3047.8384050130844,True,0.0,,4503599627370496.0,4503599627370496.0,True,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,4,development_combined,Arnoldi FPLS,ok,,,4,inner_cv_mse,0.3360546260373667,102.73228424839358,,,,,,,,70.0,,False,70,650,,4.635667615359592,4.2996945035739395e-14,21081.37925263676,3041.051283502053,True,0.0,,1.0000000000000002,8.549421031676825,False,70.0,70.0,False,4.886060025898924e-16,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,4,development_combined,FPCR,ok,,,19,response_gcv,0.04470275004860014,112.58080503203153,155.0,3.732049819676782e-15,,,,,,,,False,70,650,0.043648083053994924,4.39255372896103,3.261208966693793e-14,22304.644465931095,2940.4174348396186,True,,,,,,,,,,3.106216162187538e-05,832.4577011748629
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,5,development_combined,CG-FPLS-code,ok,,,3,discrepancy_moment,0.05977470800280571,145.1280071136725,155.0,3.734286830713091e-15,69.0,0.20657715058045997,True,9.514623239693128,1.415438014534604,70.0,False,False,70,650,0.046047915995586663,5.4394887839536175,1.8219044506669237e-14,18916.2114279911,2798.5312420930513,True,,,,,,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,5,development_combined,Raw FPLS,ok,,,48,inner_cv_mse,0.32046858401736245,131.14058427512617,,,,,,,,70.0,,False,70,650,,4.340056754646958,2.7692947650137237e-14,21399.757680927625,2911.64822101593,True,0.0,,4503599627370496.0,4503599627370496.0,True,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,5,development_combined,Arnoldi FPLS,ok,,,5,inner_cv_mse,0.4060731659992598,128.3503149536491,,,,,,,,70.0,,False,70,650,,4.335251046859856,2.7328566760003854e-14,21339.17592504728,2910.110329497339,True,0.0,,1.0000000000000007,12.473941595250269,False,70.0,70.0,False,4.61238244917064e-16,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,5,development_combined,FPCR,ok,,,14,response_gcv,0.04770525003550574,120.02795613549713,155.0,3.734286830713091e-15,,,,,,,,False,70,650,0.046047915995586663,4.403822985405557,3.80778030189387e-14,21667.87888035405,2819.8357053420978,True,,,,,,,,,,4.6396075480741355e-05,557.6643019258729
development_repeated_nested_cv,primary_instrument1_full,primary,1,4,1,development_combined,CG-FPLS-code,ok,,,3,discrepancy_moment,0.05032737506553531,160.39521325574438,155.0,3.716986357279644e-15,68.0,0.21735161311197201,True,10.572593719101558,1.4291123889757362,70.0,False,False,70,650,0.038791917031630874,5.419545414066426,2.4960090974136852e-14,19151.547494859886,2828.0346810903666,True,,,,,,,,,,,
